"No.","Time","Source","Destination","Protocol","Length","Info"
"79","2.355274599","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.134? Tell 192.168.31.1"
"80","2.355279430","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.135? Tell 192.168.31.1"
"81","2.355284126","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.136? Tell 192.168.31.1"
"82","2.355288816","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.137? Tell 192.168.31.1"
"83","2.457592402","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.138? Tell 192.168.31.1"
"84","2.457613987","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.139? Tell 192.168.31.1"
"85","2.457619564","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.140? Tell 192.168.31.1"
"86","2.457625034","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.141? Tell 192.168.31.1"
"87","2.457630339","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.142? Tell 192.168.31.1"
"88","2.560095692","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.143? Tell 192.168.31.1"
"89","2.560114742","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.144? Tell 192.168.31.1"
"90","2.560119665","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.145? Tell 192.168.31.1"
"91","2.560124345","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.146? Tell 192.168.31.1"
"92","2.560129046","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.147? Tell 192.168.31.1"
"93","2.662090015","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.148? Tell 192.168.31.1"
"94","2.662109087","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.149? Tell 192.168.31.1"
"95","2.662114181","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.150? Tell 192.168.31.1"
"96","3.033134238","192.168.31.108","46.228.223.184","TCP","66","43756  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=306088777 TSecr=2797318391"
"97","3.047588695","46.228.223.184","192.168.31.108","TCP","66","[TCP ACKed unseen segment] 443  >  43756 [ACK] Seq=1 Ack=2 Win=260 Len=0 TSval=2797328632 TSecr=306048165"
